"","age","gender","is_transgender","sexual_orientation","race","birthplace","marital_status","education","hh_income","home_tenure","occupation","union_status","military","urban_rural","religion","religious_attendance","party_id_3","party_id_7","guns_in_household","voting_duty_choice_7","gov_run_by","gov_waste_3","spend_services_7","defense_spend_7","health_insurance_7","abortion_7","job_income_7","assist_black_7","fedspend_social_security_5","fedspend_public_schools_5","fedspend_border_security_5","fedspend_crime_5","fedspend_highways_5","fedspend_aid_poor_5","fedspend_environment_5","dei_7","death_penalty_4","stay_out_foreign_4","use_force_5","votes_counted_5","voter_id_7","felons_vote_7","climate_action_7","paid_leave_7","trans_bathroom_7","trans_sports_7","gay_job_protect_4","gay_adoption_6","gay_marriage_7","birthright_7","immig_children_6","border_wall_7","urban_unrest_7","ukraine_aid_7","israel_aid_7","palestinians_aid_7"
"2565",56,"Woman","No","Heterosexual","White","US state or DC","Never married","Graduate","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Jewish","A few times a year","Democrat","Weak Democrat",0,1,"Big interests","Waste a lot",7,4,2,2,4,4,3,1,3,3,2,3,1,1,3,3,3,3,1,2,2,1,3,2,1,1,1,7,6,7,1,3,3,2
"2566",72,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Rural","Evangelical Protestant","Almost every week","Republican","Weak Republican",3,1,"Big interests","Waste a lot",2,4,6,6,6,4,3,3,1,2,3,3,5,7,1,4,4,3,1,2,7,4,7,1,2,4,4,2,4,1,6,6,1,4
"2567",76,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$250,000+","Own/buying","Not working","No","Never served","Urban","Other Christian","Almost every week","Republican","Weak Republican",0,6,"Big interests","Waste a lot",5,4,7,2,4,7,2,3,2,3,2,3,2,4,2,4,4,4,1,3,3,4,4,2,1,1,1,4,5,4,4,3,2,3
"2568",61,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Previously served","Suburban","Evangelical Protestant","Every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",4,7,3,7,7,7,3,5,1,1,1,3,3,7,1,1,4,3,1,2,6,4,7,1,2,6,7,1,5,1,7,4,1,2
"2569",41,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Jewish","Once or twice a month","Republican","Strong Republican",20,2,"Big interests","Waste a lot",4,7,6,5,7,7,1,1,1,1,3,2,2,7,3,3,4,2,1,2,4,1,7,1,2,4,5,7,2,1,6,7,3,5
"2570",62,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Not working","No","Never served","Small town","Evangelical Protestant","Every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",5,5,6,6,5,4,3,3,1,1,3,3,4,7,3,4,3,3,1,1,4,4,6,1,1,5,7,1,5,1,7,6,1,1
"2571",67,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Mainline Protestant","Almost every week","Republican","Strong Republican",15,5,"Big interests","Waste a lot",4,4,4,4,6,4,1,3,1,2,2,3,3,6,2,2,4,5,2,4,4,4,4,2,2,3,4,4,5,4,6,4,3,3
"2572",55,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$250,000+","Own/buying","Working","No","Previously served","Urban","Mainline Protestant","Almost every week","Republican","Strong Republican",10,2,"Benefit of all","Waste a lot",3,6,7,4,6,7,3,3,1,1,2,3,4,7,1,2,3,3,1,2,4,4,7,1,2,2,4,4,5,1,7,4,1,7
"2573",69,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$250,000+","Own/buying","Not working","No","Never served","Suburban","Mainline Protestant","Every week","Republican","Weak Republican",0,6,"Big interests","Waste a lot",4,4,4,1,1,4,2,3,2,1,1,3,3,6,2,2,4,3,1,6,4,1,7,2,1,1,1,4,5,1,7,4,4,4
"2574",43,"Woman","No","Heterosexual","White","US state or DC","Never married","Graduate","$100,000–$249,999","Rent","Working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Weak Republican",0,1,"Big interests","Waste some",7,4,1,2,1,1,1,1,3,1,3,1,2,1,4,3,3,4,1,1,2,1,1,7,1,1,1,7,6,7,1,4,4,4
"2575",80,"Man","No","Heterosexual","White","US state or DC","Married","HS diploma","$30,000–$59,999","Own/buying","Not working","Yes","Previously served","Rural","Roman Catholic","Almost every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",3,7,6,3,4,6,3,3,1,1,3,3,5,4,1,4,3,1,4,4,6,2,6,2,2,5,6,2,5,1,6,4,1,4
"2576",80,"Man","No","Heterosexual","White","Other country","Married","Graduate","$60,000–$99,999","Own/buying","Not working","No","Never served","Small town","Mainline Protestant","Once or twice a month","Republican","Strong Republican",1,1,"Big interests","Waste a lot",2,5,7,3,5,7,3,3,2,1,3,3,3,7,1,4,4,2,1,4,6,5,7,1,4,6,4,1,1,1,7,6,1,5
"2577",61,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$10,000–$29,999","Own/buying","Not working","No","Never served","Suburban","Jewish","Every week","Republican","Strong Republican",1,7,"Big interests","Waste a lot",4,6,1,3,7,7,1,4,1,3,3,3,3,6,2,2,4,3,1,1,7,7,7,1,1,1,2,1,6,1,7,7,7,7
"2578",40,"Woman","No","Heterosexual","Black","US state or DC","Never married","Bachelors","$60,000–$99,999","Own/buying","Working","No","Never served","Small town","Jewish","A few times a year","Democrat","Strong Democrat",0,7,"Benefit of all","Waste some",7,7,1,1,1,1,1,1,1,1,2,1,1,1,4,4,2,4,1,1,2,1,2,6,1,2,1,7,6,1,1,6,4,1
"2579",54,"Woman","No","Heterosexual","White","US state or DC","Divorced","Bachelors","$30,000–$59,999","Own/buying","Working","No","Never served","Rural","Not religious","A few times a year","Democrat","Strong Democrat",5,4,"Big interests","Waste some",3,4,2,1,5,4,1,1,3,3,1,3,1,2,1,4,3,5,2,4,2,4,4,6,1,2,1,6,5,7,3,3,5,4
"2580",74,"Woman","No","Heterosexual","White","US state or DC","Widowed","Graduate","$60,000–$99,999","Rent","Not working","No","Never served","Suburban","Mainline Protestant","Almost every week","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",7,4,2,2,3,3,1,1,3,3,1,2,1,2,4,4,3,4,4,1,1,1,1,2,1,1,1,7,6,7,3,1,1,1
"2581",26,"Woman","No","Bisexual","Hispanic","US state or DC","Never married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Small town","Mainline Protestant","Once or twice a month","Democrat","Strong Democrat",0,1,"Big interests","Waste some",6,4,2,3,2,1,2,2,1,2,3,2,2,4,2,2,4,5,2,2,2,1,2,4,1,1,1,7,6,6,1,4,4,4
"2582",30,"Woman","No","Heterosexual","White","US state or DC","Never married","Some college","$10,000–$29,999","Rent","Working","No","Never served","Suburban","Not religious","A few times a year","Democrat","Weak Democrat",1,6,"Big interests","Waste some",7,3,1,2,4,2,2,2,5,5,2,2,3,2,3,3,3,3,1,1,1,2,1,4,4,2,2,6,6,7,3,2,4,4
"2583",62,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Small town","Other Christian","A few times a year","Republican","Strong Republican",2,1,"Big interests","Waste a lot",2,7,3,1,3,7,1,3,1,1,1,3,1,7,1,1,2,4,1,7,1,1,7,1,1,1,1,7,6,1,7,7,7,1
"2584",56,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","Yes","Never served","Rural","Mainline Protestant","Every week","Republican","Strong Republican",2,6,"Big interests","Waste a lot",3,7,5,2,6,7,1,1,1,2,2,5,3,7,1,2,4,1,1,2,2,1,7,6,1,2,2,1,5,1,7,4,4,6
"2585",80,"Woman","No","Heterosexual","White","US state or DC","Widowed","Some college","$60,000–$99,999","Own/buying","Not working","No","Never served","Urban","Other Christian","Almost every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",1,6,7,5,6,5,2,3,1,1,2,2,3,7,3,3,5,2,1,4,6,2,7,1,1,2,1,4,5,1,4,6,1,6
"2586",53,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","Under $9,999","Own/buying","Working","No","Never served","Suburban","Other Christian","Every week","Republican","Strong Republican",8,2,"Benefit of all","Waste a lot",2,6,3,7,4,4,3,3,1,3,3,3,3,7,4,4,3,5,1,1,4,1,7,1,1,5,7,1,6,4,4,4,4,1
"2587",51,"Nonbinary/Other","Yes","Other","White","US state or DC","Divorced","Some college","$100,000–$249,999","Rent","Working","No","Never served","Suburban","Other religion","Every week","Democrat","Strong Democrat",1,1,"Benefit of all","Waste some",4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,3,4,6,2,7,3,7,1,1,3,2,3,5,1,2,1,1,1
"2588",65,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$250,000+","Own/buying","Working","No","Never served","Suburban","Evangelical Protestant","Almost every week","Republican","Weak Republican",2,1,"Big interests","Waste a lot",4,6,5,4,6,5,3,3,1,1,3,2,3,5,1,3,4,2,2,6,6,1,7,1,1,2,1,3,6,1,6,4,3,4
"2589",25,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$30,000–$59,999","Own/buying","Working","Yes","Never served","Rural","Jewish","Every week","Republican","Strong Republican",3,2,"Big interests","Waste a lot",2,4,4,6,6,4,3,2,1,1,3,3,4,2,1,4,3,4,2,3,6,2,7,1,1,3,7,4,4,2,4,4,2,2
"2590",67,"Woman","No","Heterosexual","White","US state or DC","Widowed","Some college","$30,000–$59,999","No cash rent","Not working","No","Never served","Suburban","Mainline Protestant","Almost every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",3,5,3,7,2,3,3,1,2,3,2,3,1,4,2,4,4,5,1,4,1,2,7,1,1,2,7,4,5,4,4,1,1,1
"2591",73,"Woman","No","Heterosexual","White","US state or DC","Widowed","Some college","$30,000–$59,999","Own/buying","Not working","No","Never served","Suburban","Evangelical Protestant","Almost every week","Republican","Strong Republican",0,7,"Big interests","Waste a lot",2,6,6,6,7,7,1,2,1,1,2,3,3,7,1,3,4,2,1,6,6,2,7,1,2,6,7,1,5,1,7,7,1,4
"2592",39,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$250,000+","Own/buying","Working","No","Never served","Suburban","Mainline Protestant","A few times a year","Republican","Weak Republican",3,7,"Big interests","Waste a lot",2,5,4,5,6,6,2,1,1,3,4,4,3,6,1,1,4,4,1,5,6,2,7,1,1,1,1,2,4,1,5,5,5,5
"2593",26,"Woman","No","Heterosexual","White","US state or DC","Never married","Bachelors","$100,000–$249,999","Own/buying","Working","Yes","Never served","Small town","Jewish","A few times a year","Republican","Strong Republican",1,2,"Big interests","Waste a lot",4,7,7,1,3,5,3,2,1,3,3,4,3,4,3,2,4,3,1,7,4,4,4,4,3,5,7,1,1,2,6,6,4,4
"2594",53,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Rent","Working","No","Never served","Urban","Evangelical Protestant","A few times a year","Republican","Strong Republican",2,4,"Big interests","Waste a lot",1,6,7,3,3,4,1,3,1,3,1,3,2,6,2,4,3,1,1,1,4,2,7,7,1,3,4,7,5,2,3,2,1,4
"2595",66,"Man","No","Heterosexual","Black","US state or DC","Never married","HS diploma","Under $9,999","Own/buying","Working","Yes","Never served","Small town","Evangelical Protestant","Almost every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",5,5,7,1,1,1,1,1,5,3,1,3,2,1,2,3,3,4,7,3,1,1,7,3,1,1,4,4,5,4,1,7,7,4
"2596",67,"Man","No","Heterosexual","Hispanic","US state or DC","Married","HS diploma","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Mainline Protestant","Every week","Republican","Weak Republican",4,7,"Big interests","Waste a lot",5,6,6,2,7,5,1,1,1,1,2,2,2,2,1,4,2,4,2,3,2,2,7,1,1,1,1,4,5,1,7,1,2,2
"2597",80,"Woman","No","Heterosexual","White","US state or DC","Widowed","Some college","$30,000–$59,999","Own/buying","Not working","No","Never served","Suburban","Jewish","Every week","Democrat","Strong Democrat",0,2,"Big interests","Waste a lot",4,4,2,2,4,3,1,1,1,2,1,2,1,6,3,4,3,4,4,4,1,4,4,4,1,1,1,4,6,7,4,1,4,1
"2598",79,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","No cash rent","Not working","No","Never served","Suburban","Evangelical Protestant","Almost every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",5,4,3,1,3,2,1,1,2,1,1,3,1,4,3,4,2,4,4,2,1,2,2,4,2,1,1,6,6,4,4,1,4,2
"2599",62,"Woman","No","Heterosexual","White","Other country","Married","Graduate","$100,000–$249,999","Own/buying","Working","Yes","Never served","Rural","Black Protestant","Every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",5,3,6,3,2,4,3,1,3,1,1,3,3,4,4,4,3,5,7,2,4,2,6,4,4,5,7,7,6,4,5,1,3,1
"2600",78,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Not working","No","Never served","Suburban","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste some",6,4,2,2,4,4,2,3,3,3,2,2,1,4,2,4,3,5,2,2,1,1,4,3,1,2,1,7,5,7,1,1,6,1
"2601",80,"Man","No","Heterosexual","White","Other country","Married","Some college","$60,000–$99,999","Own/buying","Not working","No","Previously served","Urban","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Benefit of all","Waste a lot",5,6,5,2,3,4,2,2,1,2,1,3,1,3,2,4,2,4,1,3,1,2,4,6,1,1,1,5,4,3,1,2,2,2
"2602",59,"Woman","No","Heterosexual","White","US state or DC","Divorced","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Jewish","Once or twice a month","Republican","Strong Republican",0,6,"Big interests","Waste a lot",4,5,4,7,6,5,1,4,2,2,1,2,4,6,1,4,3,2,1,1,6,4,7,1,1,2,2,5,4,1,6,7,4,4
"2603",60,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Not working","No","Never served","Suburban","Mainline Protestant","Almost every week","Republican","Weak Republican",1,1,"Big interests","Waste a lot",4,6,5,1,6,6,3,2,1,2,1,3,1,4,2,4,4,2,1,2,1,4,4,1,1,1,2,6,6,4,1,4,3,2
"2604",41,"Woman","No","Heterosexual","White","Other country","Divorced","Some college","$10,000–$29,999","No cash rent","Not working","No","Never served","Suburban","Jewish","A few times a year","Democrat","Weak Democrat",0,1,"Big interests","Waste a lot",7,3,1,1,1,4,1,2,2,3,2,2,1,2,2,4,4,4,4,6,2,1,7,4,2,5,4,4,1,4,3,7,3,3
"2605",79,"Woman","No","Heterosexual","White","US state or DC","Widowed","Some college","$100,000–$249,999","Own/buying","Not working","No","Never served","Rural","Mainline Protestant","A few times a year","Republican","Strong Republican",0,2,"Big interests","Waste a lot",1,7,6,5,7,7,1,3,1,2,3,3,3,7,1,1,3,3,1,2,4,1,7,1,1,2,4,2,6,1,1,4,4,4
"2606",44,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Small town","Evangelical Protestant","Every week","Republican","Weak Republican",0,2,"Big interests","Waste a lot",4,5,4,7,4,6,1,1,1,2,3,3,3,4,1,3,4,3,1,7,4,1,7,1,3,6,7,1,2,2,7,4,1,4
"2607",74,"Man","No","Heterosexual","White","US state or DC","Widowed","Bachelors","$100,000–$249,999","Own/buying","Not working","Yes","Previously served","Suburban","Evangelical Protestant","A few times a year","Republican","Strong Republican",0,2,"Benefit of all","Waste a lot",4,6,5,2,3,4,1,3,1,3,3,3,4,5,1,3,2,3,1,2,2,4,4,4,3,1,7,7,6,1,4,1,1,4
"2608",19,"Man","No","Heterosexual","White","US state or DC","Never married","Some college","$30,000–$59,999","Own/buying","Working","No","Never served","Small town","Jewish","Every week","Republican","Strong Republican",4,7,"Big interests","Waste a lot",1,4,7,7,7,7,3,1,1,1,2,5,4,7,1,1,4,1,1,2,6,1,7,1,4,6,7,4,1,1,6,7,6,7
"2609",55,"Man","No","Heterosexual","White","US state or DC","Married","HS diploma","$100,000–$249,999","Own/buying","Not working","No","Previously served","Suburban","Jewish","Every week","Republican","Strong Republican",2,1,"Big interests","Waste a lot",5,6,5,5,6,6,3,3,1,1,3,3,3,7,1,3,2,3,1,6,4,4,7,1,4,1,4,4,4,1,6,4,1,4
"2610",55,"Woman","No","Heterosexual","Hispanic","US state or DC","Married","Less than HS","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Evangelical Protestant","Every week","Republican","Weak Republican",2,6,"Benefit of all","Waste a lot",3,4,4,5,5,6,3,2,2,2,2,3,2,6,2,3,4,4,1,4,3,4,6,3,3,5,7,4,5,3,4,4,2,2
"2611",80,"Man","No","Heterosexual","White","US state or DC","Widowed","Bachelors","$30,000–$59,999","Own/buying","Not working","No","Previously served","Urban","Other Christian","Every week","Republican","Strong Republican",1,4,"Big interests","Waste some",1,6,5,5,4,4,3,1,1,1,1,3,3,4,1,4,4,3,1,7,4,4,1,1,2,6,3,1,5,2,7,2,1,6
"2612",77,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Not working","Yes","Never served","Small town","Other Christian","Every week","Republican","Strong Republican",0,1,"Big interests","Waste some",4,7,5,3,5,6,3,2,1,1,1,3,3,7,3,3,3,3,1,1,4,4,7,1,1,3,4,7,4,2,5,4,1,3
"2613",80,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Not working","No","Previously served","Suburban","Other Christian","Once or twice a month","Republican","Strong Republican",3,1,"Big interests","Waste a lot",3,6,5,5,5,5,3,3,1,1,1,3,4,7,1,3,3,3,1,7,6,6,7,1,1,2,2,6,2,1,6,2,2,4
"2614",69,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$250,000+","Own/buying","Working","No","Previously served","Suburban","Mainline Protestant","A few times a year","Republican","Weak Republican",2,2,"Big interests","Waste a lot",3,6,7,4,6,5,3,2,1,3,2,3,4,7,2,4,3,3,1,2,4,4,7,1,1,1,1,2,5,2,5,2,1,3
"2615",80,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$30,000–$59,999","Own/buying","Not working","No","Never served","Urban","Evangelical Protestant","Every week","Republican","Weak Republican",0,1,"Big interests","Waste a lot",3,6,5,7,6,5,2,1,1,1,1,3,3,6,3,4,2,5,1,4,4,2,7,1,2,6,7,2,1,1,6,7,1,5
"2616",80,"Woman","No","Heterosexual","White","US state or DC","Widowed","Some college","$10,000–$29,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",2,7,"Big interests","Waste a lot",2,7,6,6,6,7,1,1,1,3,2,3,1,4,1,1,3,3,1,2,2,1,7,1,4,6,7,2,5,1,5,4,2,4
"2617",72,"Woman","No","Heterosexual","Native/Other","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Not working","No","Previously served","Suburban","Evangelical Protestant","Almost every week","Republican","Strong Republican",2,1,"Big interests","Waste a lot",2,7,3,5,4,5,1,1,1,1,1,3,4,6,1,4,3,3,1,4,4,6,7,1,4,6,7,1,1,1,7,6,1,7
"2618",68,"Man","No","Heterosexual","White","US state or DC","Divorced","Some college","$10,000–$29,999","Rent","Working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",5,7,"Big interests","Waste a lot",3,5,5,6,5,2,1,2,1,3,3,3,4,4,1,4,3,3,1,6,7,2,7,1,2,6,7,6,5,1,4,2,1,3
"2619",34,"Man","No","Heterosexual","White","US state or DC","Married","HS diploma","$30,000–$59,999","Own/buying","Working","No","Never served","Small town","Jewish","Every week","Republican","Strong Republican",4,1,"Big interests","Waste a lot",4,4,4,4,4,4,2,2,1,1,2,2,2,4,1,3,3,1,1,2,4,2,7,1,3,3,7,4,1,1,4,4,4,4
"2620",27,"Man","No","Heterosexual","White","US state or DC","Never married","Some college","$30,000–$59,999","Rent","Working","No","Never served","Small town","Jewish","A few times a year","Republican","Weak Republican",0,6,"Benefit of all","Waste a lot",4,4,4,4,4,4,1,2,1,2,1,2,1,4,1,1,3,3,2,2,4,2,4,4,1,3,4,4,4,4,5,4,4,4
"2621",39,"Woman","No","Heterosexual","White","US state or DC","Never married","Some college","$60,000–$99,999","No cash rent","Working","No","Never served","Suburban","Jewish","A few times a year","Republican","Strong Republican",20,4,"Benefit of all","Waste a lot",6,1,4,4,3,4,1,1,1,1,1,1,1,4,1,2,3,1,4,4,2,7,4,7,3,2,4,4,4,5,2,7,2,5
"2622",46,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Small town","Other Christian","Almost every week","Republican","Weak Republican",2,7,"Big interests","Waste a lot",7,4,7,7,3,7,3,2,5,1,2,3,3,4,1,1,3,5,1,1,4,2,6,4,1,1,4,7,6,7,3,4,4,4
"2623",38,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","Yes","Never served","Small town","Evangelical Protestant","Every week","Republican","Strong Republican",3,1,"Big interests","Waste a lot",1,7,7,6,7,7,5,1,1,1,1,5,5,7,1,4,2,1,1,7,7,7,7,1,4,1,7,7,5,1,7,1,1,7
"2624",64,"Woman","No","Heterosexual","White","US state or DC","Divorced","Bachelors","$10,000–$29,999","No cash rent","Not working","No","Never served","Urban","Evangelical Protestant","Every week","Republican","Weak Republican",1,6,"Big interests","Waste a lot",7,7,4,4,3,4,1,3,1,2,4,2,3,4,3,3,2,2,2,2,2,4,4,4,2,3,4,4,4,2,4,4,4,4
"2625",53,"Woman","No","Bisexual","Multiracial","Other country","Married","Graduate","$60,000–$99,999","Own/buying","Not working","Yes","Never served","Urban","Jewish","Once or twice a month","Democrat","Weak Democrat",9,4,"Big interests","Waste a lot",4,3,1,3,6,4,1,1,3,2,1,3,1,2,1,4,4,4,1,2,2,2,6,2,1,1,1,4,4,6,4,3,3,3
"2626",40,"Man","No","Bisexual","White","US state or DC","Never married","Some college","$30,000–$59,999","Rent","Working","No","Never served","Small town","Other religion","Almost every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",5,3,1,1,1,2,1,1,3,5,1,1,1,4,3,4,2,4,6,1,1,2,2,7,1,1,1,7,6,7,3,1,4,2
"2627",26,"Man","No","Heterosexual","White","US state or DC","Never married","HS diploma","$30,000–$59,999","Rent","Working","No","Never served","Small town","Jewish","Almost every week","Republican","Strong Republican",0,2,"Big interests","Waste a lot",4,5,2,6,4,6,1,2,1,2,3,2,2,7,2,3,4,3,1,2,2,1,6,1,1,3,2,2,5,2,5,4,2,4
"2628",66,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","Under $9,999","Own/buying","Not working","No","Never served","Rural","Other Christian","Once or twice a month","Republican","Weak Republican",4,6,"Big interests","Waste some",4,5,7,5,5,5,3,3,1,3,3,2,2,4,2,3,3,3,1,2,4,4,7,1,2,5,4,4,3,1,4,4,4,4
"2629",42,"Man","No","Heterosexual","Native/Other","US state or DC","Married","HS diploma","$60,000–$99,999","No cash rent","Working","No","Never served","Urban","Mainline Protestant","Once or twice a month","Republican","Strong Republican",1,1,"Big interests","Waste a lot",1,7,7,7,7,4,1,1,1,1,1,5,3,4,1,1,1,1,1,7,7,1,7,1,1,2,4,1,1,1,7,1,1,6
"2630",70,"Man","No","Heterosexual","White","US state or DC","Divorced","HS diploma","$10,000–$29,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","A few times a year","Republican","Strong Republican",3,1,"Benefit of all","Waste a lot",3,6,4,5,5,4,2,3,1,1,1,3,3,7,3,3,3,3,1,2,6,4,6,1,3,5,7,4,5,1,6,4,4,4
"2631",20,"Woman","No","Heterosexual","White","US state or DC","Never married","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",2,1,"Big interests","Waste some",5,5,2,7,4,7,1,1,1,1,1,3,3,4,2,2,4,1,1,2,4,2,7,7,4,6,7,1,2,1,7,6,1,1
"2632",54,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Evangelical Protestant","Almost every week","Republican","Strong Republican",2,6,"Big interests","Waste a lot",2,6,7,4,7,4,3,3,1,2,3,3,3,7,1,3,3,3,1,4,4,4,7,1,1,1,4,6,5,1,6,4,1,2
"2633",77,"Man","No","Gay/Lesbian","White","Other country","Married","Less than HS","$30,000–$59,999","Own/buying","Unemployed","No","Never served","Urban","Other religion","Almost every week","Democrat","Strong Democrat",2,1,"Benefit of all","Waste very little",4,6,1,4,3,5,5,1,3,1,3,1,3,4,4,4,1,5,3,1,4,4,7,3,4,6,7,7,6,3,3,2,1,4
"2634",66,"Woman","No","Heterosexual","White","US state or DC","Married","HS diploma","$30,000–$59,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Almost every week","Republican","Strong Republican",1,1,"Big interests","Waste a lot",4,5,6,7,5,7,1,2,1,1,1,3,3,4,2,3,3,4,1,6,4,4,7,1,2,6,7,4,4,1,7,4,4,4
"2635",73,"Woman","No","Heterosexual","Multiracial","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","Yes","Never served","Rural","Roman Catholic","A few times a year","Democrat","Strong Democrat",0,2,"Big interests","Waste some",6,6,3,2,4,3,3,3,1,2,1,3,1,4,1,3,2,5,4,4,1,4,4,4,1,1,2,6,6,6,4,1,2,2
"2636",54,"Woman","No","Heterosexual","White","US state or DC","Married","HS diploma","$30,000–$59,999","Own/buying","Working","Yes","Never served","Rural","Evangelical Protestant","Almost every week","Republican","Strong Republican",2,1,"Big interests","Waste a lot",4,7,5,7,6,4,1,2,1,2,3,4,5,7,1,2,4,2,1,2,7,2,7,1,1,6,7,1,4,1,4,7,1,2
"2637",41,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Small town","Jewish","Every week","Republican","Strong Republican",10,2,"Big interests","Waste a lot",4,7,4,3,6,4,3,4,1,3,3,4,5,4,1,1,4,1,2,4,4,3,7,7,4,6,7,1,1,1,7,7,4,4
"2638",50,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$60,000–$99,999","Own/buying","Working","No","Never served","Rural","Evangelical Protestant","A few times a year","Republican","Strong Republican",2,7,"Big interests","Waste a lot",3,4,3,6,7,7,1,2,2,2,1,3,3,6,1,3,4,2,1,4,4,1,7,1,1,1,1,7,6,4,5,7,6,4
"2639",73,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","A few times a year","Republican","Weak Republican",5,1,"Big interests","Waste a lot",3,5,6,1,3,3,1,1,1,1,2,3,2,5,1,4,3,3,2,4,2,3,4,2,1,2,2,6,6,4,3,1,2,2
"2640",29,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Small town","Evangelical Protestant","Every week","Republican","Strong Republican",4,1,"Big interests","Waste a lot",4,7,4,6,5,7,1,1,1,2,1,2,5,7,1,1,3,1,1,4,4,1,7,1,2,5,2,4,4,1,7,7,5,4
"2641",70,"Woman","No","Heterosexual","White","Other country","Married","Some college","$60,000–$99,999","Own/buying","Not working","No","Never served","Small town","Jewish","Never","Republican","Strong Republican",1,1,"Big interests","Waste a lot",4,6,5,6,6,5,1,1,1,1,3,3,3,7,2,3,3,3,1,1,6,1,7,2,1,4,7,6,5,1,5,4,1,3
